Ano,Ne,Ne
Ano,Ne,Ano
Ano,Ne,Ano
Ano,Ano,Ano
Ano,Ano,Ano
Ano,Ne,Ne
Ne,Ne,Ano
Ano,Ne,Ano
Ano,Ano,Ano
Ne,Ne,Ano
Ano,Ne,Ano
Ano,Ne,Ano
Ano,Ano,Ano
Ne,Ne,Ano
Ne,Ne,Ano
