0.0,0.0,0.0,,,Average,Pairwise CK,Pairwise CK,Pairwise CK
,,,,,pairwise PABAK,cols 1 & 2,cols 2 & 3,cols 1 & 3
,,,,,0.6521739333333333,0.9130435,0.5652174,0.4782609
,,,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,0.0,0.0,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
1.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
0.0,0.0,1.0,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
,,1.0,,,,,,
0.0,0.0,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,0.0,,,,,,
0.0,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,0.0,0.0,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,0.0,0.0,,,,,,
,,,,,,,,
,1.0,1.0,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
,0.0,1.0,,,,,,
,,,,,,,,
,0.0,1.0,,,,,,
,,0.0,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,0.0,0.0,,,,,,
,0.0,,,,,,,
0.0,0.0,0.0,,,,,,
,0.0,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,0.0,,,,,,
0.0,0.0,1.0,,,,,,
,,,,,,,,
,,0.0,,,,,,
,,,,,,,,
,0.0,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
,0.0,,,,,,,
,,,,,,,,
,,,,,,,,
1.0,1.0,0.0,,,,,,
