0,0.1,0.2,Unnamed: 3,Unnamed: 4,Average,Pairwise CK,Pairwise CK.1,Pairwise CK.2
0.0,0.0,0.0,,,pairwise PABAK,cols 1 & 2,cols 2 & 3,cols 1 & 3
0.0,0.0,0.0,,,0.654321,0.7037037,0.5555556,0.7037037
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
,,,,,,,,
0.0,1.0,0.0,,,,,,
0.0,0.0,0.0,,,,,<,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.0,1.0,0.0,,,,,,
1.0,1.0,1.0,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.0,0.0,1.0,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
1.0,1.0,1.0,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
0.0,1.0,0.0,,,,,,
,,,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,1.0,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,1.0,,,,,,
,,0.0,,,,,,
,,,,,,,,
0.0,0.0,1.0,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
1.0,0.0,1.0,,,,,,
0.0,0.0,0.0,,,,,,
1.0,0.0,1.0,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,0.0,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
,,0.0,,,,,,
,,,,,,,,
1.0,1.0,1.0,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.0,1.0,0.0,,,,,,
,,,,,,,,
0.0,1.0,1.0,,,,,,
0.0,0.0,1.0,,,,,,
,,1.0,,,,,,
1.0,0.0,0.0,,,,,,
0.0,0.0,0.0,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.0,0.0,0.0,,,,,,
0.0,0.0,1.0,,,,,,
