0.0,0.0,0.0,,Average,Pairwise CK,Pairwise CK,Pairwise CK
0.0,0.0,0.0,,pairwise PABAK,cols 1 & 2,cols 2 & 3,cols 1 & 3
0.0,0.0,0.0,,0.8765432333333333,0.8148148,0.8518519,0.962963
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,1.0,0.0,,,,,
,,,,,,,
0.0,1.0,0.0,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
1.0,0.0,1.0,,,,,
,,,,,,,
,,,,,,,
1.0,1.0,1.0,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
1.0,0.0,1.0,,,,,
0.0,0.0,0.0,,,,,
,,0.0,,,,,
,,,,,,,
1.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,0.0,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
