0.0,0.0,0.0,,Average,Pairwise CK,Pairwise CK,Pairwise CK
0.0,0.0,0.0,,pairwise PABAK,cols 1 & 2,cols 2 & 3,cols 1 & 3
0.0,0.0,0.0,,0.7530864333333334,0.6666667,0.8888889,0.7037037
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,1.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
1.0,1.0,1.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1.0,1.0,1.0,,,,,
1.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
1.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
1.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
0.0,1.0,0.0,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
1.0,0.0,0.0,,,,,
1.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,0.0,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
1.0,0.0,0.0,,,,,
1.0,0.0,1.0,,,,,
0.0,0.0,0.0,,,,,
1.0,1.0,1.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,0.0,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1.0,0.0,0.0,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,0.0,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,0.0,,,,,
0.0,0.0,0.0,,,,,
